,converted,lead_number,pg_view_pv,totalvisits,ttime_on_site,lead_source,last_activity,country,specialization,curr_occupation,tags,city,avail_free_copy_1,do_not_email_1,lead_origin_Landing Page Submission,lead_origin_Lead Add Form,lead_origin_Lead Import,lead_origin_Quick Add Form,reason_behind_course_Flexibility & Convenience,reason_behind_course_Other
2159,1,639086,1.0,2.0,1328.0,3,12,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,1,639079,0.0,0.0,0.0,6,2,12,18,4,10,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2161,1,639056,5.0,5.0,1728.0,7,12,12,8,4,19,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2162,1,639055,3.0,3.0,1713.0,3,5,12,8,4,26,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2163,1,639054,0.0,0.0,0.0,14,12,12,18,4,26,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2164,0,639044,2.0,2.0,393.0,3,9,12,18,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,0,639022,2.0,2.0,108.0,3,10,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2166,1,639020,2.0,4.0,1279.0,3,12,12,18,4,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2167,0,639019,2.0,4.0,99.0,1,12,12,7,4,14,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2168,0,639017,2.0,2.0,1161.0,3,10,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2169,0,639014,1.43,10.0,887.0,1,5,12,1,4,26,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2170,0,638999,2.25,9.0,41.0,1,10,12,1,4,26,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2171,1,638993,5.0,5.0,1421.0,3,12,12,7,4,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2172,1,638954,2.4,11.0,830.0,3,5,12,3,4,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2173,0,638937,5.0,5.0,1027.0,3,10,12,14,4,8,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2174,0,638934,2.5,5.0,1757.0,1,12,12,4,4,14,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2175,0,638922,4.0,8.0,137.0,3,5,12,10,4,26,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2176,0,638889,1.5,3.0,1873.0,1,5,12,16,4,24,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2177,0,638885,2.0,2.0,281.0,1,5,12,14,4,8,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2178,0,638862,5.0,5.0,94.0,1,12,12,18,4,26,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2179,0,638858,5.0,5.0,118.0,3,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2180,0,638855,3.0,3.0,182.0,1,12,12,13,4,26,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2181,0,638851,6.0,8.0,262.0,3,5,12,1,4,8,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2182,1,638848,4.0,4.0,45.0,3,12,12,7,4,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2183,0,638770,1.0,1.0,257.0,3,13,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2184,1,638764,2.5,5.0,3.0,3,12,12,12,5,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2185,0,638761,3.0,3.0,264.0,3,5,12,10,4,14,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2186,0,638696,4.0,4.0,768.0,3,5,12,7,4,26,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2187,0,638694,2.0,2.0,133.0,1,12,12,4,4,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2188,1,638686,3.0,3.0,354.0,3,12,12,9,4,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2189,0,638674,2.5,5.0,740.0,3,10,12,7,4,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2190,0,638668,6.0,11.0,297.0,1,10,12,8,4,26,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2191,1,638626,2.0,4.0,40.0,6,10,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192,0,638616,1.5,3.0,406.0,6,3,12,8,4,26,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193,0,638583,0.0,0.0,0.0,6,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2194,0,638579,4.0,4.0,1222.0,3,5,12,12,4,14,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2195,1,638526,6.0,7.0,70.0,3,8,12,0,4,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2196,1,638518,4.0,4.0,1494.0,3,5,12,12,4,19,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2197,1,638505,3.0,3.0,739.0,3,5,12,1,3,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2198,1,638503,3.0,3.0,802.0,1,12,12,16,4,19,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2199,1,638488,2.0,2.0,835.0,1,12,12,11,4,19,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2200,0,638481,2.5,5.0,129.0,1,9,12,18,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,0,638468,2.5,5.0,129.0,1,9,12,9,4,8,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2202,0,638453,4.0,4.0,266.0,3,5,12,3,4,26,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2203,0,638451,3.0,3.0,260.0,3,12,12,13,4,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2204,0,638430,2.0,2.0,200.0,3,3,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205,0,638425,3.0,3.0,349.0,1,5,12,8,4,14,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2206,0,638412,2.0,2.0,774.0,3,5,12,10,5,6,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2207,0,638399,0.0,0.0,0.0,6,3,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2208,1,638390,0.0,0.0,0.0,6,5,12,11,4,19,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2209,0,638377,3.0,3.0,1359.0,1,10,12,10,4,8,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2210,1,638374,3.0,3.0,209.0,7,14,12,7,4,19,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2211,0,638356,6.0,6.0,648.0,3,10,12,18,4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2212,0,638355,2.0,2.0,1099.0,3,10,12,18,4,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2213,0,638325,3.0,3.0,143.0,1,12,12,0,4,14,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2214,1,638321,0.0,0.0,0.0,6,5,12,10,4,19,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2215,0,638316,3.5,7.0,720.0,3,14,12,16,4,24,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2216,0,638307,0.0,0.0,0.0,6,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2217,0,638288,5.0,5.0,1204.0,7,5,12,14,4,26,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2218,0,638283,3.0,3.0,291.0,7,10,12,17,4,6,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2219,0,638274,6.0,11.0,1428.0,3,10,12,17,4,0,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2220,0,638220,2.0,2.0,447.0,1,5,12,4,3,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2221,0,638198,3.0,3.0,355.0,3,5,12,5,5,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2222,0,638197,3.0,3.0,313.0,1,5,12,8,4,14,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2223,1,638184,6.0,6.0,1134.0,3,10,12,10,4,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2224,1,638180,0.0,0.0,0.0,6,5,12,0,4,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,0,638158,3.0,3.0,2.0,1,5,12,10,4,6,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2226,1,638149,0.0,0.0,0.0,6,12,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,1,638121,4.0,8.0,568.0,1,5,12,18,4,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,0,638078,2.0,2.0,317.0,1,5,12,12,4,14,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2229,0,638076,3.33,10.0,1082.0,1,9,12,10,2,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,0,638072,5.0,5.0,36.0,3,5,12,12,4,26,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2231,1,638046,5.5,11.0,1027.0,1,5,12,11,4,10,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2232,0,638028,3.0,3.0,1129.0,7,13,12,10,4,14,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2233,0,638023,4.0,4.0,1410.0,7,5,12,17,4,14,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2234,0,638022,2.0,2.0,130.0,1,13,12,1,4,26,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2235,1,638014,6.0,7.0,751.0,3,5,12,13,4,19,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2236,0,637996,4.0,4.0,332.0,3,12,12,12,4,14,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2237,0,637995,6.0,10.0,349.0,1,12,12,18,4,26,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2238,1,637986,5.0,5.0,169.0,7,5,12,5,4,2,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2239,1,637980,4.0,4.0,1514.0,1,12,12,7,4,19,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2240,0,637978,3.0,3.0,1993.0,3,5,12,4,4,26,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2241,1,637962,2.5,5.0,33.0,7,5,12,17,4,19,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2242,0,637957,4.0,4.0,636.0,3,5,12,8,4,26,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2243,1,637954,0.0,0.0,0.0,10,5,12,4,4,19,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2244,1,637953,2.8,11.0,1336.0,1,5,12,0,4,10,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2245,1,637936,2.0,4.0,985.0,1,12,12,5,4,19,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2246,1,637929,1.0,2.0,1556.0,3,9,12,10,4,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2247,1,637927,1.0,1.0,1196.0,7,1,12,18,4,19,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2248,0,637914,2.5,5.0,219.0,3,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2249,1,637909,4.0,4.0,701.0,3,12,12,7,4,19,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2250,0,637907,3.0,3.0,101.0,3,5,12,18,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2251,0,637904,1.0,1.0,249.0,3,1,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2252,1,637903,0.0,0.0,0.0,6,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2253,0,637899,4.0,4.0,177.0,3,5,12,4,4,14,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2254,0,637880,3.0,3.0,114.0,3,1,12,18,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2255,0,637878,0.0,0.0,0.0,6,9,12,18,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256,1,637866,0.0,0.0,0.0,6,12,12,18,4,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2257,0,637858,4.0,4.0,346.0,3,5,12,10,4,6,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2258,0,637856,2.5,5.0,1278.0,3,12,12,0,4,26,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2259,1,637854,5.0,5.0,1204.0,3,12,12,7,4,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2260,0,637847,6.0,7.0,136.0,7,12,12,17,4,14,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2261,0,637844,1.0,1.0,102.0,1,1,12,1,4,8,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2262,0,637842,5.0,5.0,228.0,3,5,12,4,4,26,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2263,0,637839,0.0,0.0,0.0,6,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2264,1,637838,4.0,4.0,99.0,3,12,12,10,4,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2265,0,637835,0.0,0.0,0.0,6,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2266,1,637829,3.0,3.0,1039.0,1,12,12,6,5,19,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2267,0,637819,0.0,0.0,0.0,6,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2268,1,637818,2.0,2.0,872.0,3,5,12,4,4,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2269,1,637794,4.0,4.0,300.0,1,12,12,4,4,19,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2270,1,637789,0.0,0.0,0.0,6,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2271,1,637771,1.0,2.0,1567.0,3,12,35,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2272,1,637766,2.0,2.0,1677.0,1,5,12,7,4,19,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2273,1,637759,0.0,0.0,0.0,10,12,12,18,4,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2274,1,637736,0.0,0.0,0.0,6,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2275,0,637705,3.0,3.0,52.0,3,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2276,0,637702,0.0,0.0,0.0,6,12,12,18,4,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,0,637687,2.0,2.0,559.0,3,12,12,18,4,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2278,0,637677,0.0,0.0,0.0,6,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2279,0,637675,4.0,4.0,439.0,3,12,12,9,4,14,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2280,0,637666,3.0,3.0,382.0,1,5,12,7,4,26,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2281,1,637662,5.0,5.0,1008.0,3,5,12,16,5,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2282,0,637661,2.0,4.0,53.0,3,10,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2283,1,637650,2.0,2.0,1059.0,3,12,12,1,4,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2284,0,637647,2.0,2.0,606.0,3,1,12,1,4,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2285,1,637640,0.0,0.0,0.0,10,13,12,3,4,19,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2286,1,637638,3.67,11.0,823.0,7,12,12,16,4,19,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2287,0,637625,0.0,0.0,0.0,6,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2288,0,637611,2.0,2.0,177.0,3,1,12,6,4,6,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2289,1,637608,5.25,11.0,1198.0,3,15,12,16,4,26,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2290,1,637590,4.0,4.0,1559.0,3,12,12,10,4,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2291,0,637589,2.0,2.0,89.0,1,5,12,7,4,19,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2292,0,637585,2.0,2.0,113.0,1,5,12,10,4,24,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2293,0,637539,3.0,9.0,221.0,7,5,12,7,4,8,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2294,0,637526,2.0,2.0,242.0,3,9,12,18,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295,0,637521,2.5,5.0,322.0,3,5,12,10,4,26,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2296,1,637500,3.0,3.0,1475.0,3,12,12,14,4,19,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2297,0,637465,2.0,2.0,222.0,1,3,12,12,4,24,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2298,0,637463,0.0,0.0,0.0,6,5,12,18,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,0,637445,6.0,6.0,1189.0,7,5,12,11,4,8,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2300,0,637438,0.0,0.0,0.0,6,9,12,18,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2301,0,637436,2.0,2.0,295.0,1,12,12,9,4,26,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2302,0,637420,3.0,3.0,1182.0,7,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2303,0,637416,2.0,2.0,1552.0,3,1,12,10,4,6,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2304,0,637414,4.0,4.0,337.0,7,5,12,7,4,14,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2305,1,637411,4.0,4.0,324.0,3,12,12,4,3,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2306,0,637410,6.0,6.0,30.0,3,5,12,4,4,8,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2307,1,637409,4.0,11.0,333.0,6,5,12,10,5,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2308,0,637395,3.0,3.0,365.0,1,5,33,3,4,26,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2309,0,637388,6.0,8.0,111.0,3,5,12,10,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310,0,637387,1.0,2.0,98.0,6,10,12,4,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2311,1,637379,4.0,4.0,885.0,3,12,12,1,4,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2312,0,637376,2.0,4.0,84.0,3,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2313,0,637361,4.0,4.0,1714.0,3,5,12,6,4,26,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2314,1,637360,5.0,5.0,22.0,3,12,12,12,5,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2315,1,637345,0.0,0.0,0.0,6,12,12,18,4,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316,1,637336,2.5,5.0,1123.0,3,5,12,5,3,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2317,0,637315,3.0,3.0,998.0,3,5,12,12,4,26,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2318,0,637290,2.0,2.0,719.0,3,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2319,1,637289,2.0,4.0,749.0,1,12,12,15,4,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2320,0,637281,2.5,10.0,225.0,1,10,12,18,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2321,0,637265,4.0,4.0,32.0,7,5,12,18,4,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2322,0,637257,6.0,11.0,755.0,1,10,12,7,4,26,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2323,0,637256,3.57,11.0,67.0,1,10,12,18,4,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2324,1,637248,2.0,6.0,1201.0,7,10,12,17,4,19,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2325,0,637246,3.5,7.0,45.0,3,10,12,18,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2326,1,637236,2.0,4.0,1882.0,1,1,12,13,4,10,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2327,0,637220,0.0,0.0,0.0,6,5,12,18,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2328,0,637210,0.0,0.0,0.0,6,12,12,18,4,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2329,0,637206,6.0,6.0,1395.0,1,12,12,17,4,26,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2330,0,637203,0.0,0.0,0.0,6,9,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2331,0,637189,3.0,3.0,97.0,7,1,12,18,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2332,1,637188,2.0,2.0,1139.0,3,5,12,0,4,26,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2333,1,637187,1.5,3.0,734.0,3,12,12,18,4,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2334,1,637184,6.0,6.0,945.0,3,12,12,8,4,21,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2335,0,637183,5.0,5.0,155.0,1,10,12,10,4,14,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2336,1,637178,0.0,0.0,0.0,6,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2337,1,637172,1.33,4.0,1453.0,3,12,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2338,1,637169,0.0,0.0,0.0,10,12,12,7,5,19,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2339,1,637163,0.0,0.0,0.0,10,5,12,0,4,19,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2340,0,637161,2.0,2.0,87.0,1,5,12,8,4,12,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2341,1,637159,3.0,3.0,1621.0,3,12,12,1,4,19,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2342,1,637156,0.0,0.0,0.0,10,12,12,0,4,19,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2343,1,637148,0.0,0.0,0.0,10,5,12,16,4,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2344,0,637140,3.0,6.0,430.0,3,10,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2345,1,637129,2.0,2.0,1843.0,7,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,1,637125,0.0,0.0,0.0,21,12,12,18,4,19,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2347,1,637120,2.0,2.0,1634.0,1,12,12,8,4,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2348,0,637107,3.0,3.0,441.0,3,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2349,0,637105,2.33,7.0,324.0,3,10,12,4,4,14,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2350,0,637079,2.0,2.0,243.0,3,3,12,18,4,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2351,0,637076,1.5,3.0,1054.0,1,5,33,12,4,3,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2352,0,637074,0.0,0.0,0.0,6,9,12,18,4,26,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2353,0,637071,1.0,2.0,199.0,3,9,12,18,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2354,1,637070,0.0,0.0,0.0,14,12,12,18,4,10,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2355,0,637062,2.0,2.0,414.0,7,1,12,17,4,26,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2356,1,637048,1.5,6.0,1411.0,3,5,12,0,4,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2357,1,637044,0.0,0.0,0.0,14,12,12,18,4,26,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2358,1,637039,2.0,2.0,240.0,3,12,12,4,5,19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2359,0,637023,0.0,0.0,0.0,10,5,12,18,4,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2360,1,637014,3.0,3.0,342.0,3,12,12,18,4,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2361,1,637010,0.0,0.0,0.0,10,3,12,4,5,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2362,0,636991,1.67,5.0,442.0,3,5,12,12,4,26,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2363,0,636979,2.0,2.0,305.0,7,1,12,16,4,8,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2364,1,636978,2.0,2.0,1264.0,3,5,12,18,4,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2365,0,636960,2.0,2.0,59.0,3,12,12,18,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2366,0,636950,4.5,9.0,491.0,3,5,12,8,4,14,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
