,lead_number,lead_origin,lead_source,do_not_email,converted,totalvisits,ttime_on_site,pg_view_pv,last_activity,country,specialization,curr_occupation,reason_behind_course,tags,city,avail_free_copy
2143,639201,Landing Page Submission,Google,0,0,5.0,8.0,2.5,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,,Thane & Outskirts,0
2144,639195,Landing Page Submission,Google,0,0,4.0,310.0,4.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,,Thane & Outskirts,0
2145,639181,Lead Add Form,Reference,1,1,3.2206964736899923,1606.0,2.2589443040755794,Email Bounced,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
2146,639176,Landing Page Submission,Direct Traffic,0,0,9.0,280.0,3.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,,Thane & Outskirts,1
2147,639157,API,Organic Search,0,1,7.0,1141.0,1.75,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
2148,639151,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
2149,639150,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
2150,639147,Landing Page Submission,Organic Search,0,1,4.0,95.0,4.0,Email Opened,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
2151,639137,Landing Page Submission,Google,0,0,4.0,10.0,4.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,,Other Cities of Maharashtra,0
2152,639134,Lead Add Form,Google,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
2153,639133,API,Google,0,1,3.0,1376.0,3.0,SMS Sent,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2154,639121,API,Olark Chat,0,1,11.0,1677.0,2.09,Olark Chat Conversation,India,Business Administration,Unemployed,Better Career Prospects,,Other Metro Cities,0
2155,639120,API,Google,0,1,5.0,908.0,1.67,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
2156,639109,Landing Page Submission,Direct Traffic,0,0,3.0,89.0,3.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,,Mumbai,1
2157,639104,Landing Page Submission,Google,0,1,5.0,934.0,2.5,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
2158,639099,Lead Add Form,Reference,0,1,2.0,961.0,2.0,Unreachable,India,IT Projects Management,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
2159,639086,API,Google,0,1,2.0,1328.0,1.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
2160,639079,API,Olark Chat,1,1,0.0,0.0,0.0,Email Bounced,India,,Unemployed,Better Career Prospects,Lost to EINS,Mumbai,0
2161,639056,Landing Page Submission,Organic Search,0,1,5.0,1728.0,5.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
2162,639055,Landing Page Submission,Google,0,1,3.0,1713.0,3.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,,Mumbai,0
2163,639054,Lead Add Form,Welingak Website,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
2164,639044,API,Google,0,0,2.0,393.0,2.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
2165,639022,API,Google,0,0,2.0,108.0,2.0,Page Visited on Website,India,,Unemployed,Better Career Prospects,,Mumbai,0
2166,639020,API,Google,0,1,4.0,1279.0,2.0,SMS Sent,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2167,639019,Landing Page Submission,Direct Traffic,0,0,4.0,99.0,2.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,Ringing,Mumbai,1
2168,639017,API,Google,0,0,2.0,1161.0,2.0,Page Visited on Website,India,,Unemployed,Better Career Prospects,,Mumbai,0
2169,639014,Landing Page Submission,Direct Traffic,0,0,10.0,887.0,1.43,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,,Mumbai,1
2170,638999,Landing Page Submission,Direct Traffic,0,0,9.0,41.0,2.25,Page Visited on Website,India,Business Administration,Unemployed,Better Career Prospects,,Mumbai,0
2171,638993,Landing Page Submission,Google,0,1,5.0,1421.0,5.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2172,638954,API,Google,0,1,11.0,830.0,2.4,Email Opened,India,E-COMMERCE,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,1
2173,638937,Landing Page Submission,Google,0,0,5.0,1027.0,5.0,Page Visited on Website,India,Rural and Agribusiness,Unemployed,Better Career Prospects,Interested in other courses,Other Cities,0
2174,638934,Landing Page Submission,Direct Traffic,0,0,5.0,1757.0,2.5,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,Ringing,Mumbai,0
2175,638922,Landing Page Submission,Google,0,0,8.0,137.0,4.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,,Other Metro Cities,1
2176,638889,Landing Page Submission,Direct Traffic,0,0,3.0,1873.0,1.5,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,switched off,Mumbai,1
2177,638885,Landing Page Submission,Direct Traffic,0,0,2.0,281.0,2.0,Email Opened,India,Rural and Agribusiness,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,1
2178,638862,Landing Page Submission,Direct Traffic,0,0,5.0,94.0,5.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
2179,638858,API,Google,0,0,5.0,118.0,5.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
2180,638855,Landing Page Submission,Direct Traffic,0,0,3.0,182.0,3.0,SMS Sent,India,Retail Management,Unemployed,Better Career Prospects,,Thane & Outskirts,1
2181,638851,Landing Page Submission,Google,0,0,8.0,262.0,6.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
2182,638848,Landing Page Submission,Google,0,1,4.0,45.0,4.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,Busy,Other Cities,0
2183,638770,API,Google,0,0,1.0,257.0,1.0,Unreachable,India,,Unemployed,Better Career Prospects,,Mumbai,0
2184,638764,Landing Page Submission,Google,0,1,5.0,3.0,2.5,SMS Sent,India,Operations Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
2185,638761,Landing Page Submission,Google,0,0,3.0,264.0,3.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,Ringing,Mumbai,0
2186,638696,Landing Page Submission,Google,0,0,4.0,768.0,4.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,,Mumbai,0
2187,638694,Landing Page Submission,Direct Traffic,0,0,2.0,133.0,2.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,Already a student,Mumbai,1
2188,638686,Landing Page Submission,Google,0,1,3.0,354.0,3.0,SMS Sent,India,International Business,Unemployed,Better Career Prospects,Closed by Horizzon,Other Cities of Maharashtra,0
2189,638674,Landing Page Submission,Google,0,0,5.0,740.0,2.5,Page Visited on Website,India,Human Resource Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2190,638668,Landing Page Submission,Direct Traffic,1,0,11.0,297.0,6.0,Page Visited on Website,India,IT Projects Management,Unemployed,Better Career Prospects,,Other Cities,1
2191,638626,API,Olark Chat,0,1,4.0,40.0,2.0,Page Visited on Website,India,,Unemployed,Better Career Prospects,,Mumbai,0
2192,638616,API,Olark Chat,0,0,3.0,406.0,1.5,Email Link Clicked,India,IT Projects Management,Unemployed,Better Career Prospects,,Other Cities,1
2193,638583,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
2194,638579,Landing Page Submission,Google,0,0,4.0,1222.0,4.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,Ringing,Thane & Outskirts,0
2195,638526,Landing Page Submission,Google,0,1,7.0,70.0,6.0,Had a Phone Conversation,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2196,638518,API,Google,0,1,4.0,1494.0,4.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
2197,638505,API,Google,0,1,3.0,739.0,3.0,Email Opened,India,Business Administration,Student,Better Career Prospects,Will revert after reading the email,Mumbai,0
2198,638503,Landing Page Submission,Direct Traffic,0,1,3.0,802.0,3.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
2199,638488,Landing Page Submission,Direct Traffic,0,1,2.0,835.0,2.0,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
2200,638481,API,Direct Traffic,0,0,5.0,129.0,2.5,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
2201,638468,Landing Page Submission,Direct Traffic,0,0,5.0,129.0,2.5,Olark Chat Conversation,India,International Business,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
2202,638453,Landing Page Submission,Google,0,0,4.0,266.0,4.0,Email Opened,India,E-COMMERCE,Unemployed,Better Career Prospects,,Mumbai,0
2203,638451,Landing Page Submission,Google,0,0,3.0,260.0,3.0,SMS Sent,India,Retail Management,Unemployed,Better Career Prospects,Busy,Mumbai,0
2204,638430,API,Google,0,0,2.0,200.0,2.0,Email Link Clicked,India,,Unemployed,Better Career Prospects,,Mumbai,0
2205,638425,Landing Page Submission,Direct Traffic,0,0,3.0,349.0,3.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,Ringing,Other Metro Cities,1
2206,638412,Landing Page Submission,Google,0,0,2.0,774.0,2.0,Email Opened,India,Marketing Management,Working Professional,Better Career Prospects,Interested  in full time MBA,Mumbai,0
2207,638399,API,Olark Chat,0,0,0.0,0.0,0.0,Email Link Clicked,India,,Unemployed,Better Career Prospects,,Mumbai,0
2208,638390,API,Olark Chat,0,1,0.0,0.0,0.0,Email Opened,India,Media and Advertising,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
2209,638377,Landing Page Submission,Direct Traffic,0,0,3.0,1359.0,3.0,Page Visited on Website,India,Marketing Management,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,1
2210,638374,Landing Page Submission,Organic Search,0,1,3.0,209.0,3.0,Unsubscribed,India,Human Resource Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
2211,638356,API,Google,0,0,6.0,648.0,6.0,Page Visited on Website,India,,Unemployed,Better Career Prospects,Ringing,Mumbai,0
2212,638355,API,Google,0,0,2.0,1099.0,2.0,Page Visited on Website,India,,Unemployed,Better Career Prospects,switched off,Mumbai,0
2213,638325,Landing Page Submission,Direct Traffic,0,0,3.0,143.0,3.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,Ringing,Other Cities,0
2214,638321,API,Olark Chat,0,1,0.0,0.0,0.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
2215,638316,Landing Page Submission,Google,1,0,7.0,720.0,3.5,Unsubscribed,India,Supply Chain Management,Unemployed,Better Career Prospects,switched off,Mumbai,0
2216,638307,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
2217,638288,Landing Page Submission,Organic Search,0,0,5.0,1204.0,5.0,Email Opened,India,Rural and Agribusiness,Unemployed,Better Career Prospects,,Other Cities,1
2218,638283,Landing Page Submission,Organic Search,0,0,3.0,291.0,3.0,Page Visited on Website,India,Travel and Tourism,Unemployed,Better Career Prospects,Interested  in full time MBA,Other Metro Cities,1
2219,638274,Landing Page Submission,Google,0,0,11.0,1428.0,6.0,Page Visited on Website,India,Travel and Tourism,Unemployed,Better Career Prospects,Already a student,Thane & Outskirts,1
2220,638220,Landing Page Submission,Direct Traffic,0,0,2.0,447.0,2.0,Email Opened,India,Finance Management,Student,Better Career Prospects,Already a student,Other Cities,1
2221,638198,API,Google,0,0,3.0,355.0,3.0,Email Opened,India,Healthcare Management,Working Professional,Better Career Prospects,Interested in other courses,Thane & Outskirts,0
2222,638197,Landing Page Submission,Direct Traffic,0,0,3.0,313.0,3.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,Ringing,Mumbai,1
2223,638184,API,Google,0,1,6.0,1134.0,6.0,Page Visited on Website,India,Marketing Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2224,638180,API,Olark Chat,0,1,0.0,0.0,0.0,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2225,638158,Landing Page Submission,Direct Traffic,0,0,3.0,2.0,3.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,Interested  in full time MBA,Other Metro Cities,1
2226,638149,API,Olark Chat,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
2227,638121,API,Direct Traffic,0,1,8.0,568.0,4.0,Email Opened,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2228,638078,Landing Page Submission,Direct Traffic,0,0,2.0,317.0,2.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,Ringing,Other Metro Cities,1
2229,638076,API,Direct Traffic,0,0,10.0,1082.0,3.33,Olark Chat Conversation,India,Marketing Management,Other,Better Career Prospects,Interested in other courses,Mumbai,0
2230,638072,Landing Page Submission,Google,0,0,5.0,36.0,5.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,,Mumbai,0
2231,638046,Landing Page Submission,Direct Traffic,0,1,11.0,1027.0,5.5,Email Opened,India,Media and Advertising,Unemployed,Better Career Prospects,Lost to EINS,Mumbai,0
2232,638028,Landing Page Submission,Organic Search,1,0,3.0,1129.0,3.0,Unreachable,India,Marketing Management,Unemployed,Better Career Prospects,Ringing,Mumbai,1
2233,638023,Landing Page Submission,Organic Search,0,0,4.0,1410.0,4.0,Email Opened,India,Travel and Tourism,Unemployed,Better Career Prospects,Ringing,Thane & Outskirts,1
2234,638022,Landing Page Submission,Direct Traffic,0,0,2.0,130.0,2.0,Unreachable,India,Business Administration,Unemployed,Better Career Prospects,,Mumbai,1
2235,638014,Landing Page Submission,Google,0,1,7.0,751.0,6.0,Email Opened,India,Retail Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0
2236,637996,Landing Page Submission,Google,0,0,4.0,332.0,4.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,Ringing,Mumbai,0
2237,637995,Landing Page Submission,Direct Traffic,0,0,10.0,349.0,6.0,SMS Sent,India,,Unemployed,Better Career Prospects,,Mumbai,0
2238,637986,Landing Page Submission,Organic Search,0,1,5.0,169.0,5.0,Email Opened,India,Healthcare Management,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,1
2239,637980,Landing Page Submission,Direct Traffic,0,1,4.0,1514.0,4.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
2240,637978,Landing Page Submission,Google,0,0,3.0,1993.0,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,,Mumbai,0
2241,637962,Landing Page Submission,Organic Search,0,1,5.0,33.0,2.5,Email Opened,India,Travel and Tourism,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1
2242,637957,Landing Page Submission,Google,0,0,4.0,636.0,4.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,,Other Cities of Maharashtra,0
2243,637954,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2244,637953,Landing Page Submission,Direct Traffic,0,1,11.0,1336.0,2.8,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,Lost to EINS,Mumbai,1
2245,637936,Landing Page Submission,Direct Traffic,0,1,4.0,985.0,2.0,SMS Sent,India,Healthcare Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1
2246,637929,API,Google,0,1,2.0,1556.0,1.0,Olark Chat Conversation,India,Marketing Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0
2247,637927,API,Organic Search,0,1,1.0,1196.0,1.0,Converted to Lead,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0
2248,637914,API,Google,0,0,5.0,219.0,2.5,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
2249,637909,Landing Page Submission,Google,0,1,4.0,701.0,4.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,0
2250,637907,API,Google,0,0,3.0,101.0,3.0,Email Opened,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
2251,637904,API,Google,0,0,1.0,249.0,1.0,Converted to Lead,India,,Unemployed,Better Career Prospects,,Mumbai,0
2252,637903,API,Olark Chat,0,1,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
2253,637899,Landing Page Submission,Google,0,0,4.0,177.0,4.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,Ringing,Mumbai,0
2254,637880,API,Google,0,0,3.0,114.0,3.0,Converted to Lead,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
2255,637878,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
2256,637866,API,Olark Chat,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2257,637858,Landing Page Submission,Google,0,0,4.0,346.0,4.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,Interested  in full time MBA,Mumbai,0
2258,637856,Landing Page Submission,Google,0,0,5.0,1278.0,2.5,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,,Mumbai,0
2259,637854,Landing Page Submission,Google,0,1,5.0,1204.0,5.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2260,637847,Landing Page Submission,Organic Search,0,0,7.0,136.0,6.0,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,Ringing,Other Cities,0
2261,637844,Landing Page Submission,Direct Traffic,0,0,1.0,102.0,1.0,Converted to Lead,India,Business Administration,Unemployed,Better Career Prospects,Interested in other courses,Other Cities,0
2262,637842,Landing Page Submission,Google,0,0,5.0,228.0,5.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,,Thane & Outskirts,0
2263,637839,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
2264,637838,Landing Page Submission,Google,0,1,4.0,99.0,4.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,Busy,Other Cities,0
2265,637835,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
2266,637829,Landing Page Submission,Direct Traffic,0,1,3.0,1039.0,3.0,SMS Sent,India,Hospitality Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,1
2267,637819,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
2268,637818,API,Google,0,1,2.0,872.0,2.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2269,637794,Landing Page Submission,Direct Traffic,0,1,4.0,300.0,4.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1
2270,637789,API,Olark Chat,0,1,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
2271,637771,API,Google,0,1,2.0,1567.0,1.0,SMS Sent,United States,,Unemployed,Better Career Prospects,,Mumbai,0
2272,637766,Landing Page Submission,Direct Traffic,0,1,2.0,1677.0,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1
2273,637759,Lead Add Form,Reference,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0
2274,637736,API,Olark Chat,0,1,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
2275,637705,API,Google,0,0,3.0,52.0,3.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
2276,637702,API,Olark Chat,0,0,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,switched off,Mumbai,0
2277,637687,API,Google,0,0,2.0,559.0,2.0,SMS Sent,India,,Unemployed,Better Career Prospects,Not doing further education,Mumbai,0
2278,637677,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
2279,637675,Landing Page Submission,Google,0,0,4.0,439.0,4.0,SMS Sent,India,International Business,Unemployed,Better Career Prospects,Ringing,Mumbai,0
2280,637666,Landing Page Submission,Direct Traffic,0,0,3.0,382.0,3.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,,Thane & Outskirts,1
2281,637662,Landing Page Submission,Google,0,1,5.0,1008.0,5.0,Email Opened,India,Supply Chain Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
2282,637661,API,Google,0,0,4.0,53.0,2.0,Page Visited on Website,India,,Unemployed,Better Career Prospects,,Mumbai,0
2283,637650,Landing Page Submission,Google,0,1,2.0,1059.0,2.0,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,Busy,Mumbai,0
2284,637647,Landing Page Submission,Google,0,0,2.0,606.0,2.0,Converted to Lead,India,Business Administration,Unemployed,Better Career Prospects,Graduation in progress,Mumbai,0
2285,637640,Lead Add Form,Reference,0,1,0.0,0.0,0.0,Unreachable,India,E-COMMERCE,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0
2286,637638,Landing Page Submission,Organic Search,0,1,11.0,823.0,3.67,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1
2287,637625,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
2288,637611,Landing Page Submission,Google,0,0,2.0,177.0,2.0,Converted to Lead,India,Hospitality Management,Unemployed,Better Career Prospects,Interested  in full time MBA,Other Cities,0
2289,637608,Landing Page Submission,Google,0,1,11.0,1198.0,5.25,View in browser link Clicked,India,Supply Chain Management,Unemployed,Better Career Prospects,,Other Cities of Maharashtra,1
2290,637590,Landing Page Submission,Google,0,1,4.0,1559.0,4.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,Busy,Mumbai,0
2291,637589,Landing Page Submission,Direct Traffic,0,0,2.0,89.0,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,1
2292,637585,Landing Page Submission,Direct Traffic,0,0,2.0,113.0,2.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,switched off,Other Cities of Maharashtra,0
2293,637539,Landing Page Submission,Organic Search,0,0,9.0,221.0,3.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,Interested in other courses,Thane & Outskirts,0
2294,637526,API,Google,0,0,2.0,242.0,2.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
2295,637521,Landing Page Submission,Google,0,0,5.0,322.0,2.5,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,,Mumbai,1
2296,637500,Landing Page Submission,Google,0,1,3.0,1475.0,3.0,SMS Sent,India,Rural and Agribusiness,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0
2297,637465,Landing Page Submission,Direct Traffic,0,0,2.0,222.0,2.0,Email Link Clicked,India,Operations Management,Unemployed,Better Career Prospects,switched off,Other Cities of Maharashtra,1
2298,637463,API,Olark Chat,0,0,0.0,0.0,0.0,Email Opened,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
2299,637445,Landing Page Submission,Organic Search,0,0,6.0,1189.0,6.0,Email Opened,India,Media and Advertising,Unemployed,Better Career Prospects,Interested in other courses,Other Cities,1
2300,637438,API,Olark Chat,0,0,0.0,0.0,0.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
2301,637436,Landing Page Submission,Direct Traffic,0,0,2.0,295.0,2.0,SMS Sent,India,International Business,Unemployed,Better Career Prospects,,Mumbai,1
2302,637420,API,Organic Search,0,0,3.0,1182.0,3.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
2303,637416,Landing Page Submission,Google,0,0,2.0,1552.0,2.0,Converted to Lead,India,Marketing Management,Unemployed,Better Career Prospects,Interested  in full time MBA,Mumbai,0
2304,637414,Landing Page Submission,Organic Search,0,0,4.0,337.0,4.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,Ringing,Mumbai,1
2305,637411,Landing Page Submission,Google,0,1,4.0,324.0,4.0,SMS Sent,India,Finance Management,Student,Better Career Prospects,Will revert after reading the email,Mumbai,0
2306,637410,Landing Page Submission,Google,0,0,6.0,30.0,6.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,1
2307,637409,API,Olark Chat,0,1,11.0,333.0,4.0,Email Opened,India,Marketing Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
2308,637395,Landing Page Submission,Direct Traffic,0,0,3.0,365.0,3.0,Email Opened,United Arab Emirates,E-COMMERCE,Unemployed,Better Career Prospects,,Mumbai,1
2309,637388,API,Google,0,0,8.0,111.0,6.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,,Mumbai,0
2310,637387,API,Olark Chat,0,0,2.0,98.0,1.0,Page Visited on Website,India,Finance Management,Unemployed,Better Career Prospects,,Mumbai,0
2311,637379,Landing Page Submission,Google,0,1,4.0,885.0,4.0,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2312,637376,API,Google,0,0,4.0,84.0,2.0,Olark Chat Conversation,India,,Unemployed,Better Career Prospects,,Mumbai,0
2313,637361,Landing Page Submission,Google,0,0,4.0,1714.0,4.0,Email Opened,India,Hospitality Management,Unemployed,Better Career Prospects,,Mumbai,0
2314,637360,Landing Page Submission,Google,0,1,5.0,22.0,5.0,SMS Sent,India,Operations Management,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0
2315,637345,API,Olark Chat,0,1,0.0,0.0,0.0,SMS Sent,India,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0
2316,637336,Landing Page Submission,Google,0,1,5.0,1123.0,2.5,Email Opened,India,Healthcare Management,Student,Better Career Prospects,Will revert after reading the email,Mumbai,0
2317,637315,Landing Page Submission,Google,0,0,3.0,998.0,3.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,,Mumbai,0
2318,637290,API,Google,0,0,2.0,719.0,2.0,Email Opened,India,,Unemployed,Better Career Prospects,,Mumbai,0
2319,637289,Landing Page Submission,Direct Traffic,0,1,4.0,749.0,2.0,SMS Sent,India,Services Excellence,Unemployed,Better Career Prospects,Busy,Mumbai,1
2320,637281,API,Direct Traffic,0,0,10.0,225.0,2.5,Page Visited on Website,India,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0
